Session,Group,Recording Path,Model,BER
lab,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_6/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3000
lab,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_6/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2000
lab,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.0667
lab,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1333
lab,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.1333
lab,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.4000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.4000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.4333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.1667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
lab,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.3333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.4000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.1667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.1667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.3333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.3333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2667
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.1333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2000
lab,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.1667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_5/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_5/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_5/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_5/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_8/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_8/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_8/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_8/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_10/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_10/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_10/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_10/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_4/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_4/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_4/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_4/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_9/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_9/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_9/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_9/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_6/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_6/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1667
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_6/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_6/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_1/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_1/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1333
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_1/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2000
lab,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_1/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_7/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_7/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_7/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_7/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_2/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_2/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_2/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.6000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_2/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.5667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_3/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_3/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_3/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_3/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_5/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_5/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_5/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.5000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_5/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_8/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.0667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_8/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_8/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_8/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.1333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_10/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_10/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_10/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_10/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_4/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_4/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.3000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_4/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.5333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_4/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_9/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_9/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.2667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_9/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_9/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_6/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.1667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_6/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.1667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_6/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.5667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_6/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.2333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_1/watermarked_lab_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5667
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_1/watermarked_lab_recording_iPhone_Microphone.wav,timbre,0.5000
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_1/watermarked_lab_recording_USB_Lavalier_Microphone.wav,timbre,0.5333
lab,p107,/media/storage/hadleigh/stegaphone_data/final_rec//p107/timbre/sample_1/watermarked_lab_recording_Yeti_Stereo_Microphone.wav,timbre,0.5000
outside1,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_7/watermarked_outside1_recording_USB_Lavalier_Microphone.wav,timbre,0.6333
outside1,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_7/watermarked_outside1_recording_iPhone_Microphone.wav,timbre,0.6333
outside1,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_7/watermarked_outside1_recording_Yeti_Stereo_Microphone.wav,timbre,0.6333
outside1,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_7/watermarked_outside1_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.6667
outside1,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_2/watermarked_outside1_recording_USB_Lavalier_Microphone.wav,timbre,0.4333
outside1,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_2/watermarked_outside1_recording_iPhone_Microphone.wav,timbre,0.4667
outside1,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_2/watermarked_outside1_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
